player_hand,dealer_upcard,result
JH-JD,5D,0
7C-7S,5S,1
2C-2S,JD,0
6C-6D,10D,0
7S-7H,JS,0
6S-6H,KS,0
QD-QH,JH,0
3S-3C,2H,1
7D-7C,3D,1
3D-3C,8H,0
7S-7D,JS,0
QD-QC,8S,0
3C-3H,4H,1
10C-10H,2D,0
AS-AC,3S,1
2C-2D,4C,1
6S-6D,10D,0
5H-5S,6C,0
8H-8C,QS,1
10D-10S,AD,0
8H-8D,8C,1
KS-KC,4D,0
9D-9C,6S,1
7H-7C,5H,1
KC-KD,6H,0
7C-7H,2C,1
8S-8C,JC,1
JH-JC,9S,0
QC-QS,4H,0
6C-6H,KD,0
6S-6D,7H,0
10H-10D,JS,0
7D-7S,8D,0
9C-9H,2H,1
2H-2D,3S,1
KH-KD,7D,0
2H-2S,KC,0
5H-5C,JS,0
AD-AC,QH,1
KH-KD,4C,0
QS-QC,5C,0
4D-4H,AH,0
10S-10D,7S,0
AD-AH,10S,1
10C-10H,JS,0
3C-3S,5D,1
AD-AS,5D,1
KC-KD,4C,0
8S-8H,KH,1
8H-8D,KH,1
8D-8C,KH,1
5H-5S,AD,0
5D-5H,AS,0
8H-8D,2C,1
AH-AS,KD,1
2H-2C,5H,1
KH-KD,3S,0
3H-3C,9D,0
JS-JD,3H,0
5C-5H,2S,0
10H-10S,7D,0
2S-2C,7H,1
7C-7H,AS,0
9C-9H,7S,0
6S-6H,JD,0
6H-6D,10C,0
10H-10C,9D,0
2C-2D,10D,0
QS-QH,9H,0
KC-KD,3H,0
2D-2C,QD,0
AH-AD,5H,1
KH-KC,3D,0
5S-5H,QC,0
5S-5H,7H,0
JH-JS,AD,0
2D-2S,5H,1
9D-9C,4S,1
9D-9C,KD,0
JS-JD,5S,0
KH-KS,4S,0
7S-7D,8H,0
3S-3H,4S,1
3C-3D,5S,1
10S-10H,2H,0
JH-JD,8H,0
4H-4S,JD,0
QH-QD,KD,0
5S-5H,9C,0
3D-3C,7C,1
KS-KD,2H,0
9D-9H,4C,1
AD-AC,3C,1
5S-5H,4H,0
7S-7D,AC,0
8C-8H,QD,1
3H-3S,7S,1
QD-QH,5C,0
4D-4H,JD,0
AD-AC,3S,1
AS-AC,5C,1
KH-KD,2H,0
AD-AS,7D,1
9C-9D,KD,0
6C-6S,7S,0
10S-10D,10C,0
8S-8C,2D,1
4H-4C,10H,0
2C-2S,QC,0
KC-KD,9C,0
AH-AD,9H,1
2C-2D,6H,1
JH-JD,8H,0
KD-KS,8S,0
AH-AD,6C,1
4C-4S,7S,0
JD-JS,5S,0
9C-9H,2S,1
KC-KH,8C,0
3C-3S,3D,1
2S-2D,6C,1
5D-5C,10S,0
3S-3D,QH,0
3D-3H,4H,1
9H-9D,QH,0
8C-8H,7C,1
8C-8S,7C,1
7D-7S,8C,0
9H-9S,JS,0
QC-QS,JC,0
7D-7H,8D,0
KH-KD,7H,0
10H-10C,9S,0
8C-8H,7D,1
9D-9C,AD,0
8S-8C,4C,1
9C-9H,7S,0
7D-7S,8S,0
9C-9D,4C,1
4S-4H,2H,0
JH-JS,8H,0
5H-5C,9H,0
AH-AC,6C,1
9H-9D,QC,0
10C-10D,KD,0
6H-6D,AD,0
9D-9H,5C,1
3C-3S,6H,1
7H-7D,4C,1
9D-9C,6S,1
5S-5D,10H,0
7D-7S,6H,1
7S-7H,6H,1
9H-9C,7D,0
4D-4C,3H,0
AD-AC,8H,1
8C-8S,10C,1
3S-3D,4S,1
AD-AH,KC,1
4D-4S,9S,0
AS-AC,8S,1
9S-9H,AD,0
2D-2C,5H,1
5D-5C,8H,0
9S-9C,4S,1
KH-KS,8H,0
9C-9D,6C,1
4D-4C,5D,1
JD-JS,9D,0
7C-7S,9H,0
JS-JH,7D,0
4C-4H,2C,0
2D-2C,2S,1
JD-JC,3D,0
6S-6C,2D,1
7D-7C,KH,0
8D-8C,5H,1
6C-6S,9H,0
9D-9C,7S,0
AS-AD,4D,1
9C-9H,5H,1
2S-2D,3C,1
3H-3D,6D,1
9H-9S,10C,0
6C-6S,2H,1
6C-6D,2H,1
KS-KH,3C,0
AS-AD,2H,1
2C-2S,JH,0
10H-10D,AD,0
JS-JH,10S,0
4C-4D,4S,0
6C-6H,5S,1
JS-JC,9H,0
3H-3C,2H,1
4S-4H,2C,0
10H-10S,8H,0
8C-8S,QH,1
8C-8D,QH,1
8D-8H,QH,1
10H-10D,AS,0
7S-7C,5C,1
10S-10D,QS,0
7H-7C,10S,0
3H-3D,9S,0
9S-9C,3H,1
QH-QC,10C,0
5C-5S,8D,0
JS-JD,JC,0
4H-4C,JH,0
JH-JD,8H,0
AH-AD,6C,1
7H-7C,8C,0
4D-4H,6D,1
9D-9H,6C,1
AC-AS,JH,1
AH-AD,3S,1
8C-8S,6D,1
KC-KH,3H,0
KS-KH,6S,0
JS-JC,8S,0
AC-AD,7S,1
3H-3S,KH,0
4H-4S,8C,0
6C-6H,7C,0
8C-8H,AC,1
7S-7D,8H,0
2H-2C,4H,1
KC-KS,8S,0
10D-10C,JD,0
5C-5D,7D,0
3S-3H,6H,1
KS-KC,10C,0
6H-6C,2S,1
JC-JD,4C,0
7H-7C,6H,1
3C-3S,6C,1
JD-JS,JH,0
7S-7H,5S,1
QD-QC,9H,0
6H-6D,7H,0
6D-6H,JH,0
7C-7S,8S,0
4C-4D,AD,0
JH-JC,6C,0
8H-8C,QS,1
3S-3C,KS,0
5C-5D,2H,0
5S-5H,JS,0
2C-2D,JS,0
8H-8D,9D,1
8D-8C,7D,1
5S-5H,JH,0
8H-8C,AH,1
8H-8D,5D,1
2H-2D,10H,0
JH-JC,QC,0
5D-5H,9S,0
10C-10D,AD,0
6D-6C,4D,1
6S-6H,4H,1
9D-9H,5S,1
5D-5S,QD,0
3C-3H,QS,0
4C-4H,JH,0
6C-6S,9D,0
AD-AC,6C,1
JH-JS,4D,0
AC-AS,7D,1
JH-JS,KC,0
6S-6H,7D,0
6H-6D,10S,0
JS-JD,6S,0
8H-8C,7S,1
KC-KH,10S,0
JD-JH,7H,0
9S-9H,2D,1
AH-AC,4H,1
QC-QS,2C,0
JS-JH,7C,0
8D-8C,9C,1
AH-AC,9C,1
8H-8S,9S,1
3S-3D,2S,1
5C-5S,JD,0
3S-3H,3D,1
QC-QS,AH,0
JS-JC,QC,0
9C-9S,10H,0
4C-4D,6D,1
JD-JH,3C,0
8H-8S,3S,1
QD-QS,QC,0
QD-QS,2H,0
JS-JH,6S,0
2S-2H,10C,0
2S-2C,6H,1
KD-KH,5C,0
6C-6H,5D,1
6C-6D,5D,1
3C-3H,10H,0
3C-3D,6H,1
6S-6C,4C,1
10H-10D,8H,0
7H-7S,2C,1
5D-5C,6S,0
6H-6C,8H,0
JC-JH,9H,0
KD-KC,4S,0
2S-2D,5D,1
9C-9D,9S,1
5C-5D,10C,0
5S-5H,10D,0
9C-9S,QS,0
4C-4S,QD,0
3S-3C,9S,0
AS-AD,QH,1
AH-AD,5C,1
JD-JS,QH,0
8C-8D,7H,1
9H-9C,3S,1
KS-KH,10S,0
8C-8H,5D,1
JS-JH,5D,0
10D-10H,2C,0
9S-9C,2C,1
6C-6S,4C,1
AH-AS,KH,1
JS-JC,QC,0
AH-AS,5C,1
9S-9C,KS,0
QC-QS,KH,0
2H-2D,8D,0
5S-5D,6H,0
QD-QS,10S,0
QS-QH,4S,0
QC-QD,10C,0
QD-QS,6S,0
4C-4S,QH,0
7S-7D,5D,1
AD-AH,9H,1
5H-5D,4H,0
3D-3H,2C,1
6S-6D,2H,1
9H-9D,4C,1
JH-JS,9D,0
KS-KH,3C,0
9D-9C,JD,0
KH-KS,10H,0
6S-6C,QC,0
AC-AD,KC,1
KS-KH,3C,0
QC-QD,2H,0
10D-10S,7S,0
4C-4D,7D,0
2D-2H,4C,1
3D-3S,10D,0
7C-7S,8H,0
2S-2D,JH,0
AD-AC,10D,1
4C-4S,9D,0
7S-7H,5S,1
7S-7C,5S,1
6S-6C,QC,0
4S-4H,6C,1
4S-4C,6C,1
4H-4C,6H,1
9S-9D,7H,0
7S-7H,2H,1
QS-QC,KS,0
4H-4C,5C,1
2C-2S,8C,0
7H-7S,2S,1
10H-10C,7C,0
5S-5H,7S,0
10H-10D,7S,0
KD-KC,8D,0
10S-10C,7D,0
4D-4C,5S,1
KH-KC,3C,0
QH-QS,AH,0
JH-JC,QD,0
QD-QS,10C,0
6S-6C,2S,1
JC-JH,QS,0
KD-KS,2H,0
4H-4C,6D,1
6C-6D,8C,0
JC-JS,5S,0
QS-QD,5D,0
4D-4C,2H,0
10D-10S,2D,0
4C-4S,2S,0
KC-KD,8S,0
3S-3D,AD,0
5C-5D,7S,0
8C-8D,KC,1
KS-KH,AH,0
QS-QH,4H,0
2C-2H,7D,1
QD-QH,7S,0
6C-6H,9H,0
7H-7C,10D,0
KS-KD,9C,0
9S-9H,10D,0
3S-3D,5S,1
8D-8H,2D,1
AD-AS,KC,1
KD-KH,4H,0
5C-5H,QC,0
5S-5C,3H,0
KS-KH,QS,0
9C-9H,JS,0
3S-3H,5H,1
AD-AC,3S,1
3H-3D,2S,1
4H-4S,8C,0
QD-QH,JH,0
4H-4S,6C,1
4S-4C,6H,1
5H-5D,KD,0
10C-10D,9C,0
5S-5H,3S,0
4D-4C,QH,0
6S-6H,5C,1
8H-8S,8C,1
10H-10S,4C,0
6H-6D,7H,0
AH-AS,4D,1
7C-7S,3C,1
KH-KC,QS,0
8S-8D,3S,1
5D-5C,JD,0
JD-JH,5C,0
2C-2D,AC,0
QH-QD,6C,0
9S-9D,3C,1
4S-4C,3H,0
7D-7C,3D,1
KC-KS,3D,0
3D-3C,KD,0
7C-7H,6D,1
AH-AC,8S,1
AD-AH,2H,1
10H-10D,JC,0
10C-10H,QC,0
4S-4D,8S,0
KC-KD,8D,0
3S-3D,3H,1
10D-10C,QD,0
9H-9D,6H,1
AD-AC,9H,1
9C-9D,5D,1
QH-QS,5S,0
10S-10H,JS,0
2H-2D,KH,0
9D-9C,5H,1
10D-10H,AC,0
5S-5D,10C,0
6D-6H,5D,1
5S-5D,KD,0
8H-8S,8D,1
6S-6C,8D,0
QD-QC,5S,0
7S-7C,2S,1
QD-QH,10C,0
8S-8D,4S,1
10H-10C,4S,0
3H-3D,8D,0
5H-5C,9C,0
JD-JH,6S,0
6D-6C,KS,0
JS-JH,6S,0
7C-7S,2H,1
KH-KC,6S,0
QD-QC,JD,0
JD-JH,2C,0
JC-JH,KD,0
4D-4C,5D,1
5H-5D,5S,0
2H-2D,8S,0
7H-7D,JC,0
6H-6C,QH,0
9H-9D,AD,0
KS-KC,7H,0
AD-AC,8S,1
10S-10H,JD,0
10C-10S,KH,0
QS-QC,AD,0
3S-3D,6C,1
5S-5H,KC,0
4C-4H,QD,0
8D-8S,2C,1
5C-5H,8D,0
9S-9H,2C,1
6C-6S,2D,1
JS-JD,3H,0
6C-6H,7S,0
4S-4D,3C,0
7H-7D,3C,1
KH-KC,9C,0
8S-8D,7H,1
8S-8H,7H,1
KH-KS,4C,0
4D-4S,QD,0
8C-8S,9D,1
AH-AC,6D,1
10C-10D,2S,0
8D-8C,QH,1
KS-KC,QH,0
7H-7S,QS,0
6C-6H,8C,0
8S-8H,7C,1
QD-QC,10S,0
8D-8S,4C,1
3H-3D,AD,0
KD-KC,3H,0
QD-QC,AD,0
5D-5S,7H,0
6C-6S,JS,0
AS-AC,2H,1
4C-4S,7S,0
AC-AD,6C,1
7H-7D,9S,0
6C-6D,7H,0
8D-8C,KH,1
QS-QC,9D,0
AC-AD,KD,1
QH-QD,AD,0
8H-8S,10D,1
4D-4H,8C,0
7H-7C,AH,0
9H-9S,2S,1
8H-8D,10S,1
8S-8D,2S,1
4C-4S,3C,0
KC-KH,10D,0
3D-3C,AS,0
3C-3D,8S,0
8C-8H,9H,1
7C-7S,8S,0
3S-3D,2H,1
KS-KC,3H,0
4D-4S,2D,0
8H-8S,5C,1
4S-4C,3D,0
9S-9C,JD,0
KC-KH,6D,0
QD-QS,9S,0
AD-AC,JH,1
2S-2H,AH,0
KD-KH,2S,0
7H-7C,10S,0
7S-7H,AH,0
6D-6H,3D,1
6H-6C,3D,1
7H-7S,6S,1
AD-AH,KH,1
KS-KD,6S,0
5S-5C,3H,0
6D-6H,4S,1
9C-9S,10S,0
10S-10D,9S,0
AC-AS,8C,1
3C-3H,2D,1
2C-2S,QS,0
2D-2C,10D,0
9C-9D,4C,1
9C-9H,4C,1
7S-7H,AS,0
5D-5S,5H,0
6S-6C,2H,1
5H-5D,QD,0
7D-7H,3D,1
KC-KD,7S,0
4H-4S,10D,0
QC-QD,4D,0
4H-4D,2D,0
QS-QD,QC,0
5S-5H,4C,0
3H-3D,5H,1
6D-6H,4H,1
5H-5D,8C,0
AH-AS,5D,1
KS-KC,AD,0
8C-8H,5S,1
2H-2D,QH,0
5C-5D,6S,0
7H-7C,2H,1
8H-8D,9C,1
9S-9C,3D,1
4D-4H,10H,0
5D-5C,9S,0
5H-5C,2H,0
8D-8S,3H,1
4H-4D,10D,0
7H-7D,5C,1
4D-4S,QC,0
3D-3C,10D,0
9C-9S,3S,1
2S-2D,4H,1
8C-8D,5S,1
8C-8S,5S,1
AH-AS,6S,1
4H-4S,6D,1
4S-4C,7S,0
AS-AH,QH,1
2C-2S,QD,0
6S-6H,10C,0
2C-2D,6C,1
10D-10H,10S,0
4C-4H,2C,0
AD-AC,10H,1
3D-3S,4C,1
2D-2S,KD,0
9H-9D,9C,1
3S-3H,10D,0
AH-AC,KH,1
4D-4S,3C,0
2C-2S,JD,0
AS-AD,8S,1
QD-QC,4C,0
10S-10H,2H,0
QC-QD,KD,0
2C-2D,KD,0
JS-JH,2C,0
KC-KD,4C,0
QH-QS,9H,0
QD-QC,5S,0
3S-3C,8H,0
2S-2C,4H,1
3S-3D,5D,1
8C-8S,9D,1
7S-7D,6C,1
QS-QC,KH,0
3C-3S,10S,0
3D-3C,10D,0
3C-3S,2H,1
6S-6D,9H,0
9H-9D,2D,1
5S-5D,8C,0
10H-10D,JH,0
9S-9C,8H,1
AC-AD,8H,1
4H-4D,6S,1
JS-JC,4C,0
4D-4C,9D,0
4S-4C,QS,0
7S-7C,8H,0
4H-4D,2D,0
QS-QC,7H,0
KH-KD,JD,0
9D-9H,8H,1
5D-5C,10S,0
8S-8C,10C,1
4C-4H,3H,0
8C-8D,3H,1
8D-8H,3H,1
JH-JS,2S,0
8S-8C,4S,1
8C-8D,4S,1
JS-JD,5S,0
JD-JC,6S,0
2C-2S,AS,0
QS-QH,5S,0
AH-AC,JC,1
KS-KC,2D,0
QD-QC,3C,0
5D-5H,9D,0
JH-JD,KD,0
5H-5D,3D,0
10S-10C,JS,0
JD-JH,KC,0
8D-8C,10D,1
2C-2H,4S,1
2C-2D,4S,1
JC-JS,AC,0
KS-KC,10C,0
6H-6C,5C,1
10C-10H,6H,0
10S-10C,KS,0
8C-8D,9H,1
AD-AH,5D,1
2S-2C,6C,1
5H-5C,QS,0
5C-5D,6D,0
6H-6D,2S,1
6D-6C,5S,1
8D-8H,3S,1
10H-10D,5S,0
KH-KC,AS,0
QS-QC,10H,0
8S-8D,KS,1
6D-6S,3H,1
KS-KD,6S,0
3D-3C,8C,0
6C-6S,2H,1
4C-4H,JS,0
AD-AC,3C,1
5H-5D,QD,0
4C-4H,5H,1
9H-9D,3S,1
3C-3S,2D,1
AH-AS,9D,1
AS-AD,5S,1
QH-QC,2H,0
9H-9C,AS,0
3S-3C,KH,0
7H-7C,3H,1
10D-10C,JD,0
4D-4H,6D,1
4S-4H,6D,1
4D-4S,5D,1
4H-4C,9S,0
6H-6C,8H,0
AD-AH,KS,1
QH-QC,KC,0
2D-2S,10S,0
6S-6D,5C,1
6C-6D,6H,1
3S-3C,8S,0
6S-6H,6D,1
QS-QH,4D,0
9C-9S,10D,0
5S-5D,7D,0
KS-KH,3H,0
KD-KS,10C,0
7D-7S,9S,0
8C-8H,7D,1
KC-KD,9H,0
8D-8C,QS,1
5D-5H,JD,0
QS-QH,KS,0
6D-6C,5C,1
2D-2S,5H,1
5H-5S,JC,0
4S-4C,8S,0
4H-4S,4D,0
AH-AC,8C,1
2S-2C,QC,0
AD-AC,2H,1
2C-2S,10C,0
10H-10C,3H,0
AC-AH,2H,1
QC-QH,4D,0
6S-6D,JS,0
6H-6S,AH,0
KS-KH,3S,0
JH-JD,4H,0
QC-QS,2C,0
2S-2C,5H,1
10H-10S,2D,0
2H-2D,9D,0
AC-AS,10H,1
4D-4S,3S,0
8H-8C,5H,1
9S-9H,4C,1
8H-8S,10H,1
KC-KD,10C,0
8H-8S,AD,1
9D-9H,AS,0
6S-6C,9H,0
7C-7S,9D,0
5D-5S,KH,0
KH-KC,4C,0
9C-9D,AH,0
AD-AH,4S,1
10S-10H,2H,0
QS-QD,JS,0
6H-6C,6S,1
9C-9S,3H,1
AD-AH,10D,1
2C-2D,QD,0
6S-6D,JS,0
3D-3H,KH,0
5H-5D,QD,0
KS-KC,10H,0
9H-9D,10D,0
4S-4H,10H,0
5D-5H,JH,0
9D-9S,KD,0
10D-10H,5C,0
7D-7S,8D,0
QS-QD,9S,0
5C-5S,7H,0
7D-7C,3D,1
8S-8C,QH,1
6C-6S,KS,0
7H-7D,8D,0
AC-AD,4C,1
8H-8C,JS,1
2H-2D,3S,1
8H-8S,4S,1
10D-10H,KD,0
QC-QS,6S,0
3C-3H,2C,1
5D-5S,QH,0
2S-2H,8S,0
5C-5D,6H,0
QD-QH,AC,0
QC-QD,4S,0
KC-KD,5S,0
10C-10D,6C,0
2D-2H,10D,0
8D-8H,KD,1
8H-8S,KD,1
AH-AS,10H,1
5D-5S,4D,0
AC-AD,5S,1
3D-3H,QS,0
QD-QH,9C,0
2C-2D,KC,0
8S-8D,KH,1
KD-KH,JS,0
10D-10C,7C,0
8C-8S,9C,1
QC-QD,3S,0
2C-2D,7C,1
8S-8H,QH,1
6C-6D,10D,0
8C-8D,JD,1
9H-9S,JC,0
4H-4C,3C,0
2S-2C,KH,0
3D-3C,10H,0
JD-JC,8D,0
QS-QH,KD,0
QS-QC,KS,0
JC-JH,10S,0
7S-7C,JS,0
7D-7S,4S,1
2S-2C,2H,1
8H-8S,5C,1
8S-8C,5C,1
5S-5H,AS,0
8H-8C,JH,1
7C-7H,2D,1
2S-2H,8H,0
AD-AS,2S,1
6C-6D,4H,1
9C-9D,4D,1
5D-5H,KS,0
4C-4H,6D,1
4S-4H,QD,0
AC-AD,7D,1
AD-AH,QC,1
9S-9C,3H,1
9H-9D,8S,1
9H-9S,8S,1
5H-5S,JD,0
AC-AD,5H,1
3C-3S,JS,0
7D-7S,2S,1
9H-9C,8H,1
KH-KD,JS,0
4S-4D,2D,0
AH-AD,6D,1
4S-4D,7C,0
6C-6S,JH,0
8H-8C,9C,1
KS-KD,2S,0
2C-2H,QC,0
5C-5S,6S,0
5S-5D,3S,0
AC-AD,2H,1
4S-4D,9S,0
5C-5S,9H,0
6D-6S,3C,1
KS-KD,QS,0
8D-8S,5S,1
5S-5C,KS,0
6D-6H,7H,0
7H-7D,4H,1
8C-8D,KS,1
8D-8S,KS,1
JS-JC,7H,0
KH-KD,QS,0
5S-5C,8S,0
4H-4D,JD,0
KD-KS,KH,0
2C-2D,JD,0
8D-8H,6S,1
JH-JS,9S,0
2S-2D,5S,1
2D-2H,5S,1
7C-7S,8S,0
9C-9H,2D,1
7H-7S,6D,1
2H-2D,3C,1
7C-7S,3C,1
4C-4S,5D,1
10C-10S,AH,0
JC-JD,3D,0
7S-7D,JS,0
3H-3S,7D,1
2C-2S,JS,0
9D-9H,9S,1
2H-2C,9H,0
7C-7S,6C,1
10D-10S,2D,0
JS-JH,5D,0
5H-5C,QC,0
6S-6C,4H,1
QC-QH,7D,0
2D-2C,3H,1
9S-9H,KC,0
7C-7S,5D,1
7S-7H,5D,1
5D-5C,8S,0
8C-8S,4S,1
3S-3D,6D,1
JH-JC,QD,0
10C-10S,JH,0
2S-2D,10H,0
4D-4C,QH,0
10S-10C,5S,0
9S-9H,3H,1
QD-QH,4H,0
AD-AS,10D,1
2C-2H,7C,1
4D-4S,9D,0
5S-5D,KD,0
2S-2H,AC,0
KD-KS,5D,0
QH-QD,10D,0
KS-KC,7S,0
6H-6D,3H,1
10H-10S,KS,0
7D-7H,6C,1
2S-2H,10S,0
5H-5D,9D,0
AC-AH,5S,1
4S-4C,KC,0
4S-4D,KC,0
5C-5S,10D,0
2S-2C,7D,1
4H-4D,KS,0
JS-JH,5S,0
4C-4S,4H,0
7S-7C,6D,1
JC-JD,6S,0
AH-AD,4S,1
10C-10S,8S,0
KH-KD,8S,0
AD-AS,KS,1
4D-4C,3S,0
10D-10H,7C,0
8D-8C,2C,1
2C-2H,6S,1
7H-7D,QS,0
AS-AC,7C,1
AH-AC,7C,1
AH-AS,7H,1
JH-JC,8D,0
8D-8S,7S,1
4C-4H,AS,0
10D-10H,KC,0
7C-7S,8S,0
AC-AH,4H,1
6S-6D,7S,0
4H-4C,JH,0
7D-7H,10S,0
7S-7D,3S,1
7D-7C,3S,1
AD-AH,JH,1
AD-AS,3S,1
5D-5S,7D,0
8C-8S,2C,1
8C-8H,2C,1
5C-5H,KH,0
QC-QS,3D,0
2S-2H,3D,1
2H-2C,3D,1
5S-5H,QD,0
8D-8H,AC,1
4S-4C,QS,0
7S-7C,6D,1
QH-QD,AD,0
6C-6H,4D,1
4S-4H,QD,0
QD-QS,5D,0
4H-4S,10D,0
KH-KS,8H,0
4H-4D,5D,1
KD-KH,9D,0
10S-10C,4D,0
AS-AD,KH,1
6H-6S,9D,0
5H-5S,7D,0
QS-QH,7D,0
3H-3S,2S,1
JC-JH,QS,0
5S-5D,4D,0
4S-4H,6C,1
5C-5S,9S,0
KC-KD,6C,0
3C-3D,8D,0
3C-3S,5C,1
10S-10C,9C,0
2S-2D,5D,1
2D-2S,5D,1
7S-7C,3C,1
QC-QD,JD,0
7D-7H,7S,1
10C-10H,5S,0
6S-6D,QH,0
KC-KD,9H,0
6C-6H,KH,0
2C-2D,3H,1
7S-7H,JD,0
9C-9D,2C,1
JD-JS,6D,0
KC-KS,4D,0
QC-QH,8C,0
4H-4C,10H,0
JS-JC,2H,0
6C-6H,9H,0
4C-4D,10H,0
4H-4C,2H,0
JS-JH,10H,0
5H-5C,8S,0
4D-4S,6H,1
7D-7C,AD,0
QH-QC,KD,0
KD-KC,3S,0
6C-6H,AC,0
KH-KD,2D,0
KC-KH,6D,0
3H-3S,JD,0
7C-7S,KH,0
QC-QS,JH,0
KC-KH,4D,0
9S-9H,6D,1
4H-4S,5D,1
7D-7H,2S,1
8S-8D,5C,1
8C-8D,QC,1
2C-2D,4C,1
JC-JS,2D,0
JD-JS,KS,0
6C-6D,3C,1
7H-7S,6D,1
KC-KS,7H,0
JS-JD,4C,0
7D-7S,10D,0
2C-2H,9H,0
8H-8C,QD,1
5D-5C,JC,0
5D-5H,8C,0
QD-QS,8C,0
QD-QS,6S,0
5S-5C,9S,0
KH-KC,9S,0
8D-8C,6C,1
4S-4C,KC,0
JC-JH,AD,0
2C-2D,QS,0
5S-5D,3H,0
KH-KD,3C,0
7C-7H,7S,1
3S-3C,8C,0
AH-AC,QH,1
7D-7S,JD,0
5S-5D,7C,0
KS-KH,4D,0
5H-5D,2S,0
6D-6C,KD,0
3C-3S,AD,0
9H-9C,10C,0
2H-2S,7S,1
KD-KH,JD,0
9D-9H,10S,0
10C-10H,9H,0
5S-5C,4H,0
AH-AC,KH,1
2C-2H,6D,1
8C-8S,8D,1
7D-7S,10C,0
2S-2C,3D,1
AS-AH,10C,1
9C-9S,7D,0
8S-8H,5S,1
3H-3S,AC,0
5H-5S,KC,0
6D-6H,JH,0
5C-5H,7D,0
QC-QD,AC,0
3C-3S,5H,1
8D-8S,5D,1
6D-6C,7D,0
AD-AS,KC,1
AD-AH,4H,1
AC-AS,8D,1
9S-9C,KS,0
QC-QS,10H,0
6S-6H,JC,0
6H-6C,2C,1
10S-10C,2S,0
AS-AC,5S,1
3H-3C,2H,1
5H-5C,8S,0
2H-2D,8H,0
KD-KC,KS,0
AC-AH,KH,1
KH-KC,JC,0
6D-6H,7H,0
8C-8D,2D,1
5C-5D,JD,0
8C-8H,10S,1
8S-8C,6H,1
7S-7H,4H,1
7S-7C,4H,1
JC-JD,6S,0
8D-8H,7H,1
8C-8H,6H,1
AC-AD,4S,1
QS-QD,6H,0
KD-KC,5H,0
6S-6D,9D,0
5C-5D,2H,0
9D-9S,KD,0
QS-QC,8S,0
JD-JC,4D,0
3C-3D,6C,1
2D-2C,10D,0
4C-4H,10S,0
9H-9S,KH,0
7D-7C,QS,0
3D-3C,2S,1
4H-4C,6S,1
4S-4D,9H,0
2H-2S,KC,0
3H-3D,2S,1
AC-AS,QD,1
10S-10C,4D,0
3D-3H,8C,0
9C-9S,2S,1
KD-KC,3S,0
2C-2D,10C,0
3D-3C,6H,1
5S-5H,8D,0
7D-7C,JH,0
QS-QC,3D,0
9H-9C,2D,1
7D-7C,2S,1
AD-AS,3H,1
JC-JS,AH,0
7S-7H,10D,0
7D-7S,2C,1
4D-4C,JC,0
AD-AH,6S,1
10C-10H,KS,0
3D-3C,8S,0
8C-8H,2D,1
7S-7H,KC,0
3D-3S,10H,0
10S-10D,2C,0
AD-AS,10D,1
2H-2D,KH,0
JS-JD,6S,0
4S-4H,5D,1
JC-JS,4S,0
9D-9S,3S,1
9S-9H,JD,0
2D-2C,6H,1
2C-2H,2D,1
JD-JH,QD,0
4S-4C,KS,0
4C-4H,KS,0
9C-9S,10D,0
AD-AS,9S,1
JC-JH,8C,0
KC-KS,AC,0
KD-KC,4C,0
6C-6S,3H,1
7C-7H,8C,0
6D-6H,4C,1
6D-6C,4C,1
AD-AH,7S,1
KS-KD,8H,0
10H-10D,3S,0
7S-7H,3H,1
2H-2S,KC,0
10S-10H,3S,0
5S-5H,8D,0
2H-2S,6C,1
7H-7S,5S,1
KS-KD,8S,0
8H-8C,8D,1
6S-6C,7D,0
7C-7S,7D,1
QS-QD,10C,0
8C-8H,5C,1
8D-8C,4C,1
AS-AD,9S,1
2H-2D,QD,0
8H-8C,3S,1
JH-JC,8H,0
8C-8S,5H,1
2H-2C,QS,0
2D-2C,JD,0
2H-2D,JD,0
2D-2C,10H,0
JS-JC,AC,0
2C-2D,6C,1
7S-7D,2D,1
7C-7S,JD,0
8D-8C,4S,1
9D-9H,JD,0
AS-AC,KC,1
2H-2S,4D,1
AS-AC,5D,1
5D-5H,KH,0
JS-JC,8S,0
JC-JH,6D,0
3D-3H,4S,1
KD-KC,5C,0
7C-7D,4H,1
KH-KS,6H,0
9H-9S,5C,1
6D-6C,JC,0
4D-4S,2C,0
9H-9C,7H,0
AS-AD,10H,1
6H-6S,9S,0
10H-10D,6D,0
7S-7D,6C,1
2C-2H,QC,0
2D-2S,10D,0
10C-10D,8C,0
7H-7S,4C,1
10D-10C,7H,0
7C-7S,JS,0
3S-3C,9C,0
6S-6C,2D,1
AD-AS,JC,1
4H-4C,AS,0
3D-3S,4H,1
QC-QH,AC,0
2H-2C,9C,0
AC-AD,JD,1
5D-5S,10H,0
3D-3S,KC,0
JS-JC,4H,0
5H-5D,3H,0
8S-8H,6C,1
2D-2S,6H,1
QS-QH,2C,0
10D-10C,KC,0
9C-9D,QS,0
JD-JS,3H,0
6D-6H,10C,0
QD-QH,5C,0
JC-JH,5H,0
JS-JH,5D,0
4C-4D,JH,0
4H-4C,3S,0
3C-3H,10C,0
3D-3C,8D,0
9C-9S,KD,0
AS-AD,9H,1
7H-7S,8D,0
9S-9C,2C,1
9S-9H,10C,0
6D-6C,JS,0
8C-8H,6C,1
8H-8D,6C,1
2S-2H,5H,1
4S-4C,3D,0
5D-5S,JC,0
7H-7D,4D,1
